WKT;rasterval
LINESTRING (16.3812 48.1884,16.3807 48.1883);Wiedner Gürtel
LINESTRING (16.3812 48.2745,16.3807 48.2755);Röllgasse
LINESTRING (16.3808 48.2859,16.3807 48.2861);Scheydgasse
LINESTRING (16.3807 48.2001,16.3808 48.2002);Traungasse
LINESTRING (16.3808 48.2014,16.3808 48.2011);Rudolf-Sallinger-Platz
LINESTRING (16.3808 48.219,16.3808 48.2185);Taborstraße
LINESTRING (16.3808 48.2011,16.381 48.199);Salesianergasse
LINESTRING (16.3811 48.2014,16.3808 48.2011);Rudolf-Sallinger-Platz
LINESTRING (16.3809 48.219,16.3808 48.219);Obere Augartenstraße
LINESTRING (16.3811 48.2196,16.3808 48.219);Taborstraße
LINESTRING (16.3815 48.2175,16.3808 48.2176);Hafnergasse
LINESTRING (16.3808 48.2284,16.3831 48.2253,16.3835 48.2251);Nordwestbahnstraße
LINESTRING (16.3808 48.2284,16.3813 48.2279);Nordwestbahnstraße
LINESTRING (16.384 48.2027,16.382 48.2016,16.3808 48.2014);Beatrixgasse
LINESTRING (16.3808 48.218,16.3808 48.2185);Taborstraße
LINESTRING (16.3808 48.2185,16.3809 48.219);Taborstraße
LINESTRING (16.3812 48.1674,16.3808 48.1684);Favoritenstraße
LINESTRING (16.3812 48.2171,16.3808 48.2171);Taborstraße
LINESTRING (16.3808 48.218,16.3833 48.2175,16.3858 48.2166);Rotensterngasse
LINESTRING (16.3808 48.2002,16.3809 48.2003);Traungasse
LINESTRING (16.3812 48.1884,16.3808 48.189);Prinz-Eugen-Straße
LINESTRING (16.3809 48.2009,16.3826 48.2011);Bayerngasse
LINESTRING (16.3879 48.1668,16.385 48.1689,16.3825 48.1718,16.3809 48.173);Laaer-Berg-Straße
LINESTRING (16.3809 48.173,16.3854 48.1721);Kudlichgasse
LINESTRING (16.3809 48.173,16.3814 48.1751);Waldgasse
LINESTRING (16.3815 48.1275,16.3809 48.1275);Wiener Außenring Schnellstraße
LINESTRING (16.3811 48.2076,16.3809 48.2072);Stubenring
LINESTRING (16.3861 48.2181,16.3823 48.2189,16.3809 48.219);Blumauergasse
LINESTRING (16.3809 48.219,16.3811 48.2196);Taborstraße
LINESTRING (16.3815 48.2547,16.3809 48.2547);Steinitzsteg
LINESTRING (16.3809 48.1503,16.3809 48.1538);Brantinggasse
LINESTRING (16.3809 48.1538,16.3819 48.1543);Pichelmayergasse
LINESTRING (16.381 48.2281,16.381 48.228);Rabbiner-Schneerson-Platz
LINESTRING (16.3816 48.2863,16.381 48.2865,16.3812 48.2862,16.3815 48.2863);Scheydgasse
LINESTRING (16.381 48.1674,16.3814 48.1664);Favoritenstraße
LINESTRING (16.381 48.1674,16.382 48.1676);Alpengasse
LINESTRING (16.3815 48.2614,16.381 48.262);Donauuferautobahn
LINESTRING (16.3814 48.2767,16.381 48.2766);Am Häufel
LINESTRING (16.381 48.2611,16.3818 48.2614);Bellgassensteg
LINESTRING (16.381 48.199,16.3812 48.1967);Salesianergasse
LINESTRING (16.381 48.1688,16.3821 48.1682);Tyrnauer Gasse
LINESTRING (16.3816 48.169,16.381 48.1688);Klausenburger Straße
LINESTRING (16.3811 48.2279,16.381 48.2279);Rabbiner-Schneerson-Platz
LINESTRING (16.381 48.199,16.3849 48.1992);Neulinggasse
LINESTRING (16.3859 48.2907,16.3839 48.2917,16.3813 48.2917,16.381 48.2938);Meriangasse
LINESTRING (16.381 48.2938,16.3852 48.2946,16.3877 48.2953,16.3887 48.2953);Mayerweckstraße
LINESTRING (16.3813 48.1648,16.3811 48.1653);Weldengasse
LINESTRING (16.3811 48.1492,16.3811 48.1481);Göteborggasse
LINESTRING (16.3822 48.1646,16.3811 48.1674);Favoritenstraße
LINESTRING (16.3811 48.2114,16.3817 48.2114);Franz-Josefs-Kai
LINESTRING (16.3811 48.1424,16.3843 48.1425);Berlepschgasse
LINESTRING (16.3822 48.211,16.3821 48.2112,16.3811 48.2112);Franz-Josefs-Kai
LINESTRING (16.3811 48.1851,16.3813 48.1856,16.3827 48.1862);Canettistraße
LINESTRING (16.3811 48.1481,16.3825 48.148);Olaus-Petri-Gasse
LINESTRING (16.3811 48.2196,16.3813 48.22);Taborstraße
LINESTRING (16.3814 48.2079,16.3811 48.2076);Stubenring
LINESTRING (16.3822 48.2219,16.3811 48.2221);Pfeffergasse
LINESTRING (16.3826 48.213,16.3814 48.2129,16.3811 48.213);Ferdinandstraße
LINESTRING (16.3811 48.1973,16.3854 48.1972);Jaurèsgasse
LINESTRING (16.382 48.1654,16.3812 48.1674);Favoritenstraße
LINESTRING (16.3812 48.2063,16.3812 48.2062);Elfriede-Gerstl-Steg
LINESTRING (16.3812 48.2107,16.3822 48.211);Wiesingerstraße
LINESTRING (16.3852 48.1885,16.3812 48.1884);Landstraßer Gürtel
LINESTRING (16.3812 48.2197,16.382 48.2196);Novaragasse
LINESTRING (16.3812 48.1883,16.3813 48.1879);Arsenalstraße
LINESTRING (16.3812 48.1708,16.3823 48.1693);Wieselburger Gasse
LINESTRING (16.3812 48.1401,16.3843 48.1393);Kaistraße
LINESTRING (16.3812 48.1401,16.3843 48.1393);Liesingbachbegleitweg
LINESTRING (16.3814 48.1407,16.3812 48.1401);Teichgasse
LINESTRING (16.3813 48.1883,16.3812 48.1883);Arsenalstraße
LINESTRING (16.3812 48.1883,16.3826 48.1884);Landstraßer Gürtel
LINESTRING (16.3813 48.1647,16.3813 48.1648);Weldengasse
LINESTRING (16.3813 48.1879,16.3815 48.1873);Arsenalstraße
LINESTRING (16.3815 48.2461,16.3813 48.2464);Handelskai
LINESTRING (16.3815 48.1881,16.3813 48.1883);Arsenalstraße
LINESTRING (16.3823 48.2265,16.3813 48.2279);Nordwestbahnstraße
LINESTRING (16.3813 48.3125,16.3813 48.3119);Klausgraben oberer Weg
LINESTRING (16.3813 48.1647,16.3814 48.1644);Weldengasse
LINESTRING (16.3832 48.3125,16.3813 48.3125);Senderstraße
LINESTRING (16.3813 48.2099,16.3822 48.2099);Georg-Coch-Platz
LINESTRING (16.3813 48.22,16.3814 48.2202);Taborstraße
LINESTRING (16.3814 48.1664,16.3821 48.1646);Favoritenstraße
LINESTRING (16.3833 48.2362,16.3814 48.2379);Pasettistraße
LINESTRING (16.3853 48.2397,16.3814 48.2379);Hellwagstraße
LINESTRING (16.3833 48.2873,16.3814 48.2901);Prager Straße
LINESTRING (16.3814 48.2901,16.3829 48.2892);Berlagasse
LINESTRING (16.3814 48.1708,16.3829 48.1714);Kennergasse
LINESTRING (16.3825 48.2088,16.3814 48.2079);Stubenring
LINESTRING (16.3814 48.2228,16.3824 48.2223);Klanggasse
LINESTRING (16.3819 48.2241,16.3814 48.2228);Castellezgasse
LINESTRING (16.3824 48.175,16.3814 48.1751);Quellenstraße
LINESTRING (16.3818 48.1777,16.3814 48.1751);Waldgasse
LINESTRING (16.3819 48.2882,16.3814 48.2879);Leuchsweg
LINESTRING (16.3818 48.1425,16.3814 48.1407);Teichgasse
LINESTRING (16.3814 48.1644,16.382 48.163);Weldengasse
LINESTRING (16.3822 48.1646,16.3814 48.1644);Maria-Rekker-Gasse
LINESTRING (16.3819 48.2393,16.3814 48.2397);Leystraße
LINESTRING (16.3814 48.2202,16.3824 48.2223);Taborstraße
LINESTRING (16.3818 48.1873,16.3815 48.1881);Arsenalstraße
LINESTRING (16.3818 48.2006,16.3815 48.2015);Grimmelshausengasse
LINESTRING (16.3829 48.2597,16.3815 48.2614);Donauuferautobahn
LINESTRING (16.3815 48.2352,16.3826 48.2343);Dresdner Straße
LINESTRING (16.3815 48.2352,16.3833 48.2362);Donaueschingenstraße
LINESTRING (16.3815 48.2461,16.3826 48.2451);Handelskai
LINESTRING (16.3815 48.207,16.3823 48.2067);Weiskirchnerstraße
LINESTRING (16.382 48.2548,16.3815 48.2547);Steinitzsteg
LINESTRING (16.3815 48.1873,16.3819 48.1868,16.3829 48.186);Arsenalstraße
LINESTRING (16.3815 48.2863,16.3816 48.2863);Scheydgasse
LINESTRING (16.3849 48.2198,16.3815 48.2205);Große Stadtgutgasse
LINESTRING (16.3819 48.2056,16.3816 48.2057);Kleine Ungarbrücke
LINESTRING (16.3829 48.2021,16.3816 48.2031);Reisnerstraße
LINESTRING (16.3817 48.238,16.3818 48.239,16.3824 48.2402,16.3822 48.2403);Durchlaufstraße
LINESTRING (16.3819 48.2339,16.3816 48.2337);Gasteigergasse
LINESTRING (16.3816 48.169,16.3829 48.1695);Klausenburger Straße
LINESTRING (16.3839 48.2425,16.3816 48.2447);Wehlistraße
LINESTRING (16.3817 48.1542,16.3816 48.1558);Saligergasse
LINESTRING (16.3823 48.2266,16.3816 48.2263);Nordpolstraße
LINESTRING (16.3816 48.2863,16.3826 48.287);Scheydgasse
LINESTRING (16.3819 48.2375,16.3816 48.2374,16.3818 48.2368);Durchlaufstraße
LINESTRING (16.3817 48.2114,16.3826 48.2113,16.3828 48.2111);Franz-Josefs-Kai
LINESTRING (16.3817 48.2114,16.3829 48.2114);Franz-Josefs-Kai
LINESTRING (16.3817 48.2415,16.3827 48.2405);Vorgartenstraße
LINESTRING (16.3829 48.242,16.3817 48.2415);Stromstraße
LINESTRING (16.3817 48.1616,16.3818 48.1616);Grenzackerstraße
LINESTRING (16.3818 48.2614,16.3825 48.2607);Bellgassensteg
LINESTRING (16.3829 48.186,16.3818 48.1873);Arsenalstraße
LINESTRING (16.3821 48.1991,16.3818 48.2006);Am Modenapark
LINESTRING (16.3818 48.1616,16.3819 48.1613);Grenzackerstraße
LINESTRING (16.3818 48.2368,16.3822 48.2358);Durchlaufstraße
LINESTRING (16.3847 48.1618,16.3835 48.161,16.3818 48.1604);Laaerbergtunnel
LINESTRING (16.382 48.1561,16.3819 48.1543);Favoritenstraße
LINESTRING (16.3849 48.1606,16.3847 48.1616,16.3838 48.162,16.383 48.162,16.3824 48.1618,16.3819 48.1614,16.3821 48.1605,16.3832 48.16,16.3841 48.16,16.3847 48.1603,16.3849 48.1606);Altes Landgut
LINESTRING (16.3819 48.1603,16.3836 48.1609,16.3848 48.1618);Laaerbergtunnel
LINESTRING (16.3929 48.1495,16.3895 48.1509,16.3876 48.1521,16.3856 48.153,16.3829 48.154,16.3819 48.1543);Alaudagasse
LINESTRING (16.3819 48.1543,16.3824 48.1499);Favoritenstraße
LINESTRING (16.3822 48.2877,16.3819 48.2876);Oellacherweg
LINESTRING (16.3819 48.2241,16.383 48.2239);Lessinggasse
LINESTRING (16.3827 48.2249,16.3821 48.2245,16.3819 48.2241);Scherzergasse
LINESTRING (16.3825 48.2342,16.3819 48.2339);Gasteigergasse
LINESTRING (16.382 48.1676,16.382 48.1672,16.3826 48.1673,16.3821 48.1682,16.382 48.1676);Eisenstadtplatz
LINESTRING (16.382 48.2214,16.3829 48.2212);Konradgasse
LINESTRING (16.382 48.2196,16.3826 48.2194);Novaragasse
LINESTRING (16.3823 48.1665,16.382 48.1672);Patrubangasse
LINESTRING (16.3826 48.1748,16.382 48.1728);Gellertgasse
LINESTRING (16.3824 48.1646,16.382 48.1654);Favoritenstraße
LINESTRING (16.382 48.163,16.3824 48.1621);Weldengasse
LINESTRING (16.382 48.163,16.3827 48.1631);Katharinengasse
LINESTRING (16.385 48.256,16.3838 48.2554,16.382 48.2548);Steinitzsteg
LINESTRING (16.382 48.2557,16.3824 48.2559);Nordbrücke
LINESTRING (16.382 48.1561,16.3823 48.156);Libussagasse
LINESTRING (16.382 48.1561,16.3831 48.1589);Favoritenstraße
LINESTRING (16.3834 48.1275,16.382 48.1275);Wiener Außenring Schnellstraße
LINESTRING (16.3821 48.1274,16.3834 48.1274);Wiener Außenring Schnellstraße
LINESTRING (16.3835 48.2155,16.3821 48.2136,16.3822 48.2135);Zirkusgasse
LINESTRING (16.3822 48.1982,16.3821 48.1991);Grimmelshausengasse
LINESTRING (16.3821 48.1646,16.3826 48.1635);Favoritenstraße
LINESTRING (16.3822 48.282,16.3832 48.2803,16.384 48.2795);Autokaderstraße
LINESTRING (16.3835 48.2085,16.3822 48.2068);Fritz-Wotruba-Promenade
LINESTRING (16.3822 48.211,16.3827 48.2108,16.383 48.2108);Julius-Raab-Platz
LINESTRING (16.3827 48.1631,16.3822 48.1646);Favoritenstraße
LINESTRING (16.3822 48.1646,16.3837 48.1648);Maria-Rekker-Gasse
LINESTRING (16.3832 48.2149,16.3822 48.2153);Komödiengasse
LINESTRING (16.3835 48.2085,16.3822 48.2089);Oskar-Kokoschka-Platz
LINESTRING (16.3822 48.2099,16.3825 48.2098);Georg-Coch-Platz
LINESTRING (16.3826 48.1656,16.3823 48.1665);Patrubangasse
LINESTRING (16.3823 48.2067,16.3827 48.2066);Stubenbrücke
LINESTRING (16.3825 48.21,16.3823 48.21);Georg-Coch-Platz
LINESTRING (16.3823 48.1387,16.3828 48.1388,16.3827 48.1387,16.3823 48.1387);Vondrakplatz
LINESTRING (16.3823 48.2383,16.3825 48.2381);Zufahrt Tiefgarage
LINESTRING (16.3825 48.2124,16.3823 48.213);Fischergasse
LINESTRING (16.3823 48.2222,16.3872 48.2196);Heinestraße
LINESTRING (16.3823 48.2824,16.383 48.2823);Einzingergasse
LINESTRING (16.3834 48.1545,16.3825 48.1546,16.3823 48.156);Sapphogasse
LINESTRING (16.3823 48.156,16.3838 48.1556);Libussagasse
LINESTRING (16.3823 48.2371,16.3837 48.2377);Allerheiligengasse
LINESTRING (16.3828 48.226,16.3823 48.2265);Nordwestbahnstraße
LINESTRING (16.3827 48.2159,16.3824 48.2159);Johannes-von-Gott-Platz
LINESTRING (16.3824 48.2159,16.3833 48.2175);Große Mohrengasse
LINESTRING (16.3824 48.2223,16.3826 48.2221);Heinestraße
LINESTRING (16.3824 48.2223,16.3828 48.2233);Taborstraße
LINESTRING (16.3831 48.1622,16.3824 48.1621);Lehmgasse
LINESTRING (16.3827 48.1752,16.3824 48.175,16.3826 48.1748,16.383 48.175,16.3827 48.1752);Gellertplatz
LINESTRING (16.3827 48.2066,16.3824 48.2061,16.3824 48.2057,16.3831 48.205,16.3831 48.2045);Am Stadtpark
LINESTRING (16.3824 48.1499,16.3824 48.1498);Favoritenstraße
LINESTRING (16.3885 48.2192,16.3824 48.2224);Heinestraße
LINESTRING (16.3907 48.1458,16.3889 48.1464,16.385 48.1493,16.3834 48.1498,16.3824 48.1498);Franz-Koci-Straße
LINESTRING (16.3824 48.1498,16.3824 48.1488);Favoritenstraße
LINESTRING (16.3824 48.1961,16.3825 48.1973);Metternichgasse
LINESTRING (16.3824 48.2883,16.3831 48.2874);Prager Straße
LINESTRING (16.3836 48.29,16.3824 48.29,16.3824 48.2917);Litschauweg
LINESTRING (16.3851 48.2663,16.3824 48.267);Christian-Bucher-Gasse
LINESTRING (16.3826 48.2091,16.3824 48.209);Ring-Rund
LINESTRING (16.3824 48.1488,16.3825 48.1477);Favoritenstraße
LINESTRING (16.3824 48.1792,16.3837 48.1789,16.388 48.1768,16.3882 48.1764);Hlawkagasse
LINESTRING (16.3824 48.2559,16.3835 48.2564);Nordbrücke
LINESTRING (16.3829 48.1632,16.3825 48.1643);Favoritenstraße
LINESTRING (16.3825 48.1777,16.3854 48.1771);Gudrunstraße
LINESTRING (16.3873 48.2621,16.3835 48.2611,16.3825 48.2607);Bellgasse
LINESTRING (16.3825 48.1973,16.3826 48.1982);Metternichgasse
LINESTRING (16.3826 48.2343,16.3825 48.2342);Gasteigergasse
LINESTRING (16.3825 48.2088,16.3826 48.2091);Stubenring
LINESTRING (16.3825 48.2203,16.3831 48.2218);Josefinengasse
LINESTRING (16.3825 48.1477,16.3825 48.1468);Favoritenstraße
LINESTRING (16.3833 48.2045,16.3832 48.205,16.3825 48.2058,16.3828 48.2066);Am Stadtpark
LINESTRING (16.3825 48.1468,16.3825 48.1464);Favoritenstraße
LINESTRING (16.3825 48.1464,16.3825 48.1463);Favoritenstraße
LINESTRING (16.3825 48.1461,16.3828 48.1401);Himberger Straße
LINESTRING (16.3825 48.1462,16.3907 48.1442,16.3915 48.1438);Bahnlände
LINESTRING (16.3825 48.1463,16.3825 48.1461);Himberger Straße
LINESTRING (16.3825 48.2227,16.3852 48.2222);Darwingasse
LINESTRING (16.3826 48.2101,16.3828 48.21);Stubenring
LINESTRING (16.3826 48.2091,16.383 48.2108);Stubenring
LINESTRING (16.3826 48.2451,16.3848 48.2429);Handelskai
LINESTRING (16.3826 48.145,16.3852 48.1444);Hasenöhrlstraße
LINESTRING (16.383 48.2131,16.3826 48.213);Ferdinandstraße
LINESTRING (16.3826 48.2194,16.3877 48.2183,16.3896 48.2177,16.3897 48.2175);Novaragasse
LINESTRING (16.3827 48.2115,16.3826 48.2109,16.383 48.2108);Ring-Rund
LINESTRING (16.3826 48.2343,16.3829 48.234);Dresdner Straße
LINESTRING (16.3826 48.1884,16.384 48.1884);Landstraßer Gürtel
LINESTRING (16.3835 48.1439,16.3826 48.1442);Neugrabenstraße
LINESTRING (16.3826 48.2011,16.3827 48.201);Gottfried-Keller-Gasse
LINESTRING (16.3826 48.2643,16.3833 48.2632);Maxwellgasse
LINESTRING (16.3856 48.2653,16.3826 48.2643);Coulombgasse
LINESTRING (16.3826 48.287,16.3833 48.2866,16.384 48.2855,16.3847 48.2842,16.3846 48.284);Beim Eisenbahnerberg
LINESTRING (16.3826 48.287,16.3831 48.2874);Scheydgasse
LINESTRING (16.3834 48.3014,16.3826 48.2999);Donhofergasse
LINESTRING (16.3826 48.2221,16.3857 48.2206);Heinestraße
LINESTRING (16.3827 48.201,16.383 48.1991);Am Modenapark
LINESTRING (16.3827 48.2066,16.3828 48.2066);Stubenbrücke
LINESTRING (16.3832 48.2253,16.3827 48.2249);Scherzergasse
LINESTRING (16.3842 48.2819,16.3827 48.2812);Spundagasse
LINESTRING (16.3827 48.3115,16.3829 48.3125);Oskar-Czeija-Gasse
LINESTRING (16.3827 48.1862,16.3848 48.1873,16.3851 48.1884);Schweizer-Garten-Straße
LINESTRING (16.3834 48.2159,16.3827 48.2159);Schmelzgasse
LINESTRING (16.3829 48.2114,16.3827 48.2107);Julius-Raab-Platz
LINESTRING (16.3831 48.1776,16.3827 48.1752);Gellertgasse
LINESTRING (16.3827 48.1601,16.3833 48.1597,16.3831 48.1589);Favoritenstraße
LINESTRING (16.385 48.2111,16.3846 48.2091,16.3827 48.2066);Vordere Zollamtsstraße
LINESTRING (16.3827 48.2446,16.3832 48.2449);Arwagsteg
LINESTRING (16.3831 48.1622,16.3827 48.1631);Favoritenstraße
LINESTRING (16.3853 48.1637,16.3827 48.1631);Katharinengasse
LINESTRING (16.3855 48.2228,16.3828 48.2233);Volkertstraße
LINESTRING (16.3828 48.2233,16.3835 48.2251);Taborstraße
LINESTRING (16.3828 48.2385,16.3847 48.2368);Leystraße
LINESTRING (16.3828 48.1394,16.3828 48.1382,16.383 48.1377);Himberger Straße
LINESTRING (16.3832 48.2255,16.3828 48.226);Nordwestbahnstraße
LINESTRING (16.3828 48.1401,16.3828 48.1397);Himberger Straße
LINESTRING (16.3828 48.1401,16.3849 48.1398);Franzosenweg
LINESTRING (16.3828 48.1397,16.3828 48.1394);Himberger Straße
LINESTRING (16.3828 48.2066,16.3837 48.2063);Landstraßer Hauptstraße
LINESTRING (16.3828 48.2066,16.3836 48.2075);Vordere Zollamtsstraße
LINESTRING (16.3828 48.2066,16.3844 48.2086,16.385 48.2104);Vordere Zollamtsstraße
LINESTRING (16.3848 48.1757,16.3829 48.176);Mundygasse
LINESTRING (16.3829 48.1388,16.3847 48.1387);Liesingbachstraße
LINESTRING (16.3831 48.2595,16.3829 48.2597);Donauuferautobahn
LINESTRING (16.3829 48.2137,16.383 48.2131);Aspernbrückengasse
LINESTRING (16.3844 48.2147,16.3829 48.2137);Praterstraße
LINESTRING (16.3829 48.1714,16.3832 48.1717,16.3854 48.1771);Steudelgasse
LINESTRING (16.3829 48.2114,16.3844 48.2112);Uraniastraße
LINESTRING (16.383 48.2116,16.3829 48.2114);Aspernbrücke
LINESTRING (16.3839 48.1992,16.3837 48.2006,16.3832 48.2018,16.3829 48.2021);Reisnerstraße
LINESTRING (16.3829 48.186,16.3841 48.1849,16.3844 48.1843);Arsenalstraße
LINESTRING (16.3829 48.234,16.3835 48.2335);Dresdner Straße
LINESTRING (16.3835 48.2335,16.3829 48.234);Dresdner Straße
LINESTRING (16.3829 48.242,16.3839 48.2411);Engerthstraße
LINESTRING (16.3837 48.2424,16.3829 48.242);Stromstraße
LINESTRING (16.3837 48.2702,16.3829 48.2717);Liesneckgasse
LINESTRING (16.3841 48.2885,16.3829 48.2892);Berlagasse
LINESTRING (16.3829 48.2892,16.3841 48.2885);Berlagasse
LINESTRING (16.3829 48.1695,16.3836 48.1696,16.3829 48.1695);Klausenburger Straße
LINESTRING (16.3844 48.2113,16.383 48.2116);Uraniastraße
LINESTRING (16.383 48.2116,16.383 48.2116);Aspernbrücke
LINESTRING (16.3831 48.2119,16.383 48.2116);Aspernbrücke
LINESTRING (16.3844 48.1747,16.383 48.175);Quellenstraße
LINESTRING (16.383 48.1991,16.3831 48.1983);Gottfried-Keller-Gasse
LINESTRING (16.384 48.2795,16.383 48.2793);Schlossergasse
LINESTRING (16.383 48.2131,16.3831 48.2124);Aspernbrückengasse
LINESTRING (16.383 48.2131,16.3875 48.2138);Ferdinandstraße
LINESTRING (16.383 48.2108,16.3834 48.2109);Julius-Raab-Platz
LINESTRING (16.383 48.2823,16.3837 48.2824,16.3846 48.2822,16.3857 48.2814);Einzingergasse
LINESTRING (16.383 48.1377,16.3879 48.1292);Himberger Straße
LINESTRING (16.3883 48.1362,16.3851 48.1372,16.383 48.1377);Rosiwalgasse
LINESTRING (16.3861 48.1403,16.3836 48.1408,16.383 48.1408);An der Hölle
LINESTRING (16.383 48.2239,16.3858 48.2234);Lessinggasse
LINESTRING (16.3831 48.2123,16.3831 48.2119);Aspernbrücke
LINESTRING (16.3912 48.2505,16.3831 48.2595);Donauuferautobahn
LINESTRING (16.384 48.1624,16.3831 48.1622);Lehmgasse
LINESTRING (16.3831 48.2045,16.3832 48.2044);Große Ungarbrücke
LINESTRING (16.3833 48.2045,16.3831 48.2045);Große Ungarbrücke
LINESTRING (16.3831 48.1776,16.3842 48.1786);Marianne-Pollak-Gasse
LINESTRING (16.3831 48.2874,16.3849 48.2842);Prager Straße
LINESTRING (16.3831 48.2874,16.3833 48.2873,16.3843 48.2884);Rußbergstraße
LINESTRING (16.3835 48.2878,16.3831 48.2874);Rußbergstraße
LINESTRING (16.3831 48.2218,16.3832 48.2219);Josefinengasse
LINESTRING (16.3831 48.1589,16.3835 48.1597,16.3839 48.1599);Favoritenstraße
LINESTRING (16.3831 48.2124,16.3831 48.2123);Aspernbrücke
LINESTRING (16.3833 48.2125,16.3831 48.2124);Untere Donaustraße
LINESTRING (16.3832 48.3008,16.3843 48.3006);Friederike-Klauner-Gasse
LINESTRING (16.3839 48.2147,16.3832 48.2149);Komödiengasse
LINESTRING (16.3842 48.2964,16.3832 48.2968,16.3838 48.298,16.3835 48.2981,16.3836 48.2983);Lisseeweg
LINESTRING (16.3841 48.3126,16.3832 48.3125);Senderstraße
LINESTRING (16.3832 48.2044,16.3835 48.2044);Große Ungarbrücke
LINESTRING (16.3832 48.2044,16.3833 48.2045);Am Heumarkt
LINESTRING (16.3851 48.2812,16.3832 48.2803);Börnsteingasse
LINESTRING (16.3841 48.2392,16.3832 48.24);Vorgartenstraße
LINESTRING (16.3833 48.2254,16.3832 48.2255);Nordwestbahnstraße
LINESTRING (16.3834 48.2255,16.3832 48.2255);Taborstraße
LINESTRING (16.3832 48.207,16.384 48.2067);Sparefrohgasse
LINESTRING (16.3832 48.2449,16.3841 48.2444);Arwagsteg
LINESTRING (16.3834 48.2045,16.3833 48.2045);Große Ungarbrücke
LINESTRING (16.3838 48.2214,16.3833 48.2201);Vereinsgasse
LINESTRING (16.3835 48.2125,16.3833 48.2125);Untere Donaustraße
LINESTRING (16.3833 48.2175,16.3839 48.2185);Große Mohrengasse
LINESTRING (16.3833 48.2632,16.3863 48.264);Ohmgasse
LINESTRING (16.3837 48.2867,16.3833 48.2873);Prager Straße
LINESTRING (16.3836 48.2252,16.3833 48.2254);Nordwestbahnstraße
LINESTRING (16.3853 48.2344,16.3833 48.2362);Pasettistraße
LINESTRING (16.3833 48.2362,16.3872 48.2381);Donaueschingenstraße
LINESTRING (16.3837 48.2256,16.3834 48.2255);Taborstraße
LINESTRING (16.3839 48.2329,16.3834 48.2327,16.3845 48.2316);Rebhanngasse
LINESTRING (16.3837 48.2158,16.3834 48.2159);Schmelzgasse
LINESTRING (16.3845 48.2171,16.3834 48.2159);Kleine Mohrengasse
LINESTRING (16.3834 48.2109,16.3841 48.2104);Reischachstraße
LINESTRING (16.3834 48.2109,16.3836 48.2113);Julius-Raab-Platz
LINESTRING (16.3874 48.1273,16.3834 48.1275);Wiener Außenring Schnellstraße
LINESTRING (16.3834 48.2042,16.384 48.2027);Rechte Bahngasse
